0.52, 0.15, 0.33
0.47, 0.21, 0.32
0.43, 0.27, 0.3
0.4, 0.31, 0.29
0.38, 0.35, 0.28
0.37, 0.36, 0.27
0.36, 0.37, 0.27
0.36, 0.37, 0.27
0.35, 0.38, 0.27
0.36, 0.38, 0.25
0.37, 0.39, 0.24
0.38, 0.39, 0.23
0.39, 0.39, 0.22
0.38, 0.39, 0.23
0.37, 0.39, 0.24
0.38, 0.39, 0.23
0.38, 0.4, 0.22
0.36, 0.39, 0.25
0.34, 0.38, 0.28
